,number_of_rooms,floor,area,latitude,longitude,price
4230,2,5,42,38.5305762,68.7763022,420000
4231,6,17,164,,,1131600
4232,3,14,99,,,683100
4233,3,3,60,38.5858337,68.793715,209000
4234,3,9,72,38.5305762,68.7763022,326000
4235,1,11,48,38.5456775,68.7773484,217000
4236,2,15,88,,,607200
4237,2,15,46,38.5622541,68.7941789,587600
4238,2,10,76,38.4881522,68.7153354,801000
4239,1,12,61,38.5688829,68.7908893,386000
4240,1,11,50,38.5305762,68.7763022,226000
4241,3,5,89,38.5305762,68.7763022,454000
4242,4,4,108,38.54557415,68.82363702,720000
4243,1,13,59,38.5853222,68.71890382,160000
4244,3,8,112,38.5615057,68.739065,1150000
4245,2,6,50,,,544800
4246,1,11,37,,,380000
4247,3,12,135,38.5208346,68.74790775,612900
4248,3,4,48,,,338000
4249,2,1,42,38.55857825,68.79582022,260000
4250,2,11,96,,,600000
4251,2,2,56,38.5615057,68.739065,320000
4252,3,7,94,,,702650
4253,5,16,178,,,1033820
4254,1,16,54,,,329130
4255,6,10,192,,,1313848
4256,2,2,60,38.5598881,68.7943138,500000
4257,1,2,26,38.5427547,68.8685532,260000
4258,2,1,48,38.5887216,68.73026538,360000
4259,1,4,27,38.5635832,68.7537962,240000
4260,5,4,100,38.52399065,68.74912566,850000
4261,1,5,33,38.5305762,68.7763022,175000
4262,2,5,54,,,545000
4263,3,12,95,38.5635832,68.7537962,885000
4264,2,3,52,38.5507163,68.8305472,510000
4265,4,3,65,,,515000
4266,4,16,165,,,1138500
4267,1,11,62,38.5234594,68.74951586,295000
4268,2,9,68,38.56238815,68.80941509,817000
4269,4,2,85,,,776000
4270,1,2,40,38.5615057,68.739065,250000
4271,2,5,48,38.5305762,68.7763022,180000
4272,3,8,106,38.56319875,68.78904548,667000
4273,2,4,47,,,550000
4274,2,8,71,38.5639216,68.7965667,520000
4275,1,14,53,38.5077678,68.7681578,165000
4276,2,4,50,38.5507163,68.8305472,360000
4277,4,3,90,38.5845918,68.7871317,890500
4278,3,5,66,38.58288255,68.7482971,490000
4279,1,10,47,38.5736713,68.7948765,535000
4280,1,5,40,38.5305762,68.7763022,255000
4281,3,2,80,38.5507163,68.8305472,975000
4282,4,1,74,38.5305762,68.7763022,650000
4283,4,17,277,38.5507163,68.8305472,1200000
4284,2,13,70,38.5706843,68.7897228,570000
4285,4,3,70,38.5902908,68.73696025,675000
4286,3,5,74,38.5425835,68.81521424,485000
4287,3,8,100,38.5305762,68.7763022,768500
4288,3,2,97,,,925000
4289,3,4,60,,,420000
4290,2,10,50,38.5736713,68.7948765,587600
4291,4,3,65,38.5305762,68.7763022,600000
4292,2,3,68,38.5858337,68.793715,620000
4293,1,3,55,,,280000
4294,1,6,44,38.5077678,68.7681578,189000
4295,2,3,53,38.5305762,68.7763022,410000
4296,1,1,28,38.5112209,68.73803769,155000
4297,3,4,64,38.5615057,68.739065,510000
4298,1,1,50,,,310000
4299,2,3,65,38.5785822,68.7898577,771120
4300,2,8,45,38.5615057,68.739065,396000
4301,1,3,25,38.5507163,68.8305472,300000
4302,2,10,64,,,179000
4303,2,3,89,38.5305762,68.7763022,426000
4304,1,18,55,38.5853222,68.71890382,120000
4305,3,4,72,38.5615057,68.739065,489999
4306,4,2,60,38.5615057,68.739065,600000
4307,4,2,70,38.5615057,68.739065,510000
4308,2,11,77,,,320000
4309,2,4,50,38.5885533,68.7787884,340000
4310,2,7,60,38.5832623,68.71074041,310000
4311,2,6,67,38.52225355,68.74991794,450000
4312,2,11,101,38.5707484,68.7886955,649000
4313,3,1,60,38.5615057,68.739065,600000
4314,1,13,46,38.5507163,68.8305472,499999
4315,3,4,94,38.5208346,68.74790775,1044200
4316,3,1,70,38.5305762,68.7763022,650000
4317,2,4,62,,,380000
4318,1,3,32,38.5849938,68.7245146,250000
4319,3,5,99,,,690000
4320,3,6,53,,,280000
4321,3,4,53,38.5834656,68.7891768,490000
4322,3,1,70,38.5507163,68.8305472,460000
4323,1,1,40,38.5234594,68.74951586,300000
4324,2,8,46,38.54670385,68.74736905,399000
4325,2,4,47,38.5208346,68.74790775,350000
4326,2,13,50,,,480000
4327,3,4,65,38.5615057,68.739065,450000
4328,1,1,30,38.5112209,68.73803769,235000
4329,2,5,66,38.5635832,68.7537962,547000
4330,2,12,98,38.5688829,68.7908893,430000
4331,6,10,146,,,990610
4332,4,9,106,,,743590
4333,6,17,233,,,1607700
4334,3,10,77,38.52874565,68.7448214,433000
4335,1,6,65,38.52225355,68.74991794,380000
4336,5,16,238,,,1642200
4337,3,12,114,,,740720
4338,1,6,40,38.5858337,68.793715,390000
4339,2,4,56,,,259900
4340,2,12,54,38.5507163,68.8305472,531100
4341,1,17,62,,,369330
4342,2,12,57,38.5615057,68.739065,299800
4343,6,11,270,,,1670000
4344,6,18,231,,,1593900
4345,3,4,78,38.54557415,68.82363702,795000
4346,1,15,61,,,381620
4347,3,9,126,,,883890
4348,5,7,154,,,1152920
4349,3,1,53,38.5615057,68.739065,478000
4350,2,6,65,,,630000
4351,3,4,80,,,644000
4352,3,14,116,,,713690
4353,3,11,100,38.5615057,68.739065,912000
4354,4,17,163,,,1124700
4355,2,1,45,38.5871679,68.7869964,300000
4356,4,11,148,38.5507163,68.8305472,786235
4357,1,13,60,38.5871679,68.7869964,542400
4358,3,9,88,,,731987
4359,2,17,65,38.5507163,68.8305472,310000
4360,3,15,97,,,669300
4361,1,14,53,,,339490
4362,2,2,48,,,400000
4363,2,16,87,38.57248245,68.72973674,600300
4364,2,10,79,38.57248245,68.72973674,536010
4365,1,8,53,38.5615057,68.739065,350000
4366,1,9,41,38.5112209,68.73803769,186960
4367,2,1,52,38.5112209,68.73803769,320000
4368,4,10,112,,,766420
4369,4,2,70,38.5215622,68.74921245,700000
4370,1,6,32,38.5615057,68.739065,145000
4371,2,3,59,38.5507163,68.8305472,407000
4372,3,0,100,,,590000
4373,5,4,100,38.5635832,68.7537962,750000
4374,3,5,76,38.5871679,68.7869964,755000
4375,2,9,56,,,300000
4376,4,15,157,,,1083300
4377,6,16,225,,,1552500
4378,5,16,213,,,1469700
4379,5,3,120,,,966000
4380,2,14,84,38.5688829,68.7908893,579600
4381,2,3,50,38.5507163,68.8305472,495000
4382,2,4,76,,,599570
4383,2,13,100,,,644000
4384,6,17,184,,,1036840
4385,6,3,140,,,1127000
4386,2,2,48,38.5234594,68.74951586,490000
4387,2,0,56,38.5112209,68.73803769,135000
4388,1,8,51,38.5887216,68.73026538,320000
4389,1,5,61,38.5615057,68.739065,282000
4390,2,0,56,38.5112209,68.73803769,135000
4391,2,2,49,38.5615057,68.739065,251370
4392,4,4,87,38.5615057,68.739065,730000
4393,2,0,56,,,135000
4394,5,17,233,,,1607700
4395,3,2,65,38.5305762,68.7763022,635000
4396,4,13,121,,,779240
4397,6,4,195,,,1569750
4398,2,3,93,38.5871679,68.7869964,699000
4399,3,10,103,38.5305762,68.7763022,697000
4400,6,7,143,38.5688829,68.7908893,1052480
4401,1,4,32,38.4369746,68.7768602,165000
4402,5,4,110,,,855500
4403,2,4,89,38.5639064,68.7881374,930000
4404,4,11,130,,,1200000
4405,1,12,67,,,449200
4406,2,10,82,,,567690
4407,2,9,66,,,462990
4408,2,7,64,38.52225355,68.74991794,620000
4409,6,16,164,,,1131600
4410,1,3,46,38.5215622,68.74921245,430000
4411,2,5,55,38.5615057,68.739065,200000
4412,4,5,85,38.5635832,68.7537962,718000
4413,3,2,54,38.5456775,68.7773484,400000
4414,1,4,23,38.5507163,68.8305472,240000
4415,3,4,60,38.5686582,68.7850622,480000
4416,3,3,54,38.5902908,68.73696025,524400
4417,2,12,63,38.52225355,68.74991794,365000
4418,2,12,75,,,650000
4419,3,6,50,,,965000
4420,1,8,50,38.5507163,68.8305472,480000
4421,2,9,76,38.58527165,68.72827396,620000
4422,3,5,84,38.5853222,68.71890382,630000
4423,2,1,40,38.5305762,68.7763022,215000
4424,1,2,72,,,200000
4425,4,3,65,38.5305762,68.7763022,740000
4426,3,5,78,38.5615057,68.739065,580000
4427,2,14,50,,,400000
4428,1,7,67,38.5425835,68.81521424,348080
4429,5,5,174,38.5507163,68.8305472,1220000
4430,3,3,57,38.5305762,68.7763022,250000
4431,2,8,72,38.54557415,68.82363702,530000
4432,2,18,56,38.563966,68.7969471,678000
4433,2,14,51,38.5736713,68.7948765,377900
4434,3,6,80,38.58569185,68.72512473,450000
4435,5,1,72,38.5615057,68.739065,687000
4436,2,1,52,38.528353,68.7378714,420000
4437,2,13,76,38.5686785,68.79479378,475000
4438,5,5,100,,,580000
4439,3,1,65,38.54557415,68.82363702,734100
4440,4,10,50,,,627000
4441,3,3,77,38.58569185,68.72512473,695000
4442,3,9,96,38.5905467,68.7329119,800000
4443,3,4,44,38.5635832,68.7537962,327700
4444,1,1,35,,,165000
4445,2,1,38,38.5635832,68.7537962,285000
4446,2,1,31,38.52874565,68.7448214,190000
4447,3,1,63,38.5507163,68.8305472,325000
4448,2,4,55,38.5635832,68.7537962,520000
4449,3,2,250,38.5858337,68.793715,200005
4450,6,10,161,,,1092390
4451,1,3,36,38.5615057,68.739065,363200
4452,1,7,52,38.5507163,68.8305472,230000
4453,3,3,80,38.5615057,68.739065,590000
4454,5,7,124,,,912640
4455,3,3,70,38.5507163,68.8305472,600000
4456,2,17,65,38.5305762,68.7763022,300000
4457,2,2,58,38.5615057,68.739065,363000
4458,2,1,60,38.5305762,68.7763022,395000
4459,2,9,70,38.4881522,68.7153354,504000
4460,2,2,52,38.5507163,68.8305472,444600
4461,2,9,42,,,370000
4462,6,7,128,,,942080
4463,3,4,49,38.5305762,68.7763022,508500
4464,2,10,67,38.5507163,68.8305472,400000
4465,4,16,220,38.5834656,68.7891768,1310000
4466,3,11,78,38.5834656,68.7891768,501000
4467,3,9,88,,,735000
4468,1,5,41,,,317790
4469,3,4,75,38.5615057,68.739065,455000
4470,6,14,168,38.5688829,68.7908893,1159200
4471,6,18,162,,,1117800
4472,3,2,120,,,1212100
4473,3,2,64,38.5615057,68.739065,650000
4474,2,12,84,,,554480
4475,4,16,118,,,685340
4476,2,6,82,38.5507163,68.8305472,796000
4477,4,8,140,,,1006320
4478,5,6,138,,,1039560
4479,5,18,228,,,1573200
4480,5,15,218,,,1504200
4481,1,13,62,,,535000
4482,3,8,110,,,790630
4483,4,10,133,38.5536898,68.7652048,1525000
4484,6,15,182,,,1088360
4485,6,14,229,,,1580100
4486,6,14,220,,,1518000
4487,4,14,159,,,1097100
4488,2,3,49,38.5305762,68.7763022,175000
4489,6,12,194,,,1260610
4490,5,5,152,,,1171160
4491,3,8,80,38.5425835,68.81521424,680000
4492,2,2,48,38.5615057,68.739065,370000
4493,2,9,50,,,430000
4494,2,4,49,38.52399065,68.74912566,480000
4495,5,14,223,,,1538700
4496,4,2,123,38.5858337,68.793715,1202320
4497,2,3,52,38.5686785,68.79479378,475000
4498,2,6,50,38.5615057,68.739065,452000
4499,2,2,48,38.5305762,68.7763022,210000
4500,2,3,50,38.5540499,68.78854785,230000
4501,1,5,52,,,154000
4502,4,3,77,38.5425835,68.81521424,734000
4503,4,1,84,38.52171765,68.74869762,540000
4504,3,12,80,38.5215622,68.74921245,619000
4505,3,9,118,38.5507163,68.8305472,1634400
4506,3,8,50,,,510000
4507,1,2,42,38.5823233,68.74831405,270000
4508,2,12,80,38.54670385,68.74736905,735000
4509,3,6,85,38.5208346,68.74790775,917000
4510,5,4,90,38.5635832,68.7537962,738000
4511,4,18,161,,,1110900
4512,2,16,80,38.5311744,68.751064,415000
4513,3,10,142,,,971630
4514,6,13,150,,,948750
4515,4,4,95,,,764750
4516,4,2,90,,,1200000
4517,3,10,100,38.5706843,68.7897228,899000
4518,2,11,41,38.5853222,68.71890382,130000
4519,3,7,95,38.5834656,68.7891768,950000
4520,2,18,85,,,586500
4521,1,17,42,38.5615057,68.739065,105000
4522,5,14,146,,,898260
4523,6,4,210,,,1690500
4524,1,2,25,38.5305762,68.7763022,250000
4525,2,1,200,38.5615057,68.739065,260000
4526,3,4,90,38.5871679,68.7869964,650000
4527,5,4,166,,,1307740
4528,1,5,42,38.5077678,68.7681578,230000
4529,3,2,77,38.5615057,68.739065,680000
4530,3,4,67,38.54557415,68.82363702,565000
4531,6,15,166,,,1145000
4532,2,4,62,,,380000
4533,5,16,148,,,859510
4534,2,9,48,38.5853222,68.71890382,364800
4535,3,16,143,38.52225355,68.74991794,670000
4536,6,11,178,,,1187260
4537,1,13,60,,,393300
4538,4,1,100,38.5871679,68.7869964,920000
4539,6,17,154,,,867790
4540,5,2,122,38.5615057,68.739065,1192550
4541,4,4,90,38.5853222,68.71890382,677000
4542,4,1,85,,,529000
4543,1,3,26,38.5305762,68.7763022,250000
4544,5,2,100,38.5077678,68.7681578,646000
4545,1,5,43,38.5507163,68.8305472,250000
4546,4,1,65,38.5305762,68.7763022,700000
4547,3,1,68,38.5305762,68.7763022,600000
4548,1,1,50,38.54557415,68.82363702,220000
4549,3,13,90,38.5425835,68.81521424,870000
4550,1,2,32,,,180000
4551,2,4,50,,,295000
4552,4,8,100,38.5853222,68.71890382,630000
4553,3,4,62,38.5305762,68.7763022,450000
4554,1,9,37,38.5858337,68.793715,230000
4555,2,7,50,38.5615057,68.739065,345000
4556,1,10,57,38.5507163,68.8305472,357390
4557,1,9,61,38.5305762,68.7763022,325000
4558,5,3,50,,,750000
4559,3,5,144,38.577858,68.7915239,1215000
4560,2,7,63,,,734500
4561,4,3,75,38.5305762,68.7763022,590000
4562,2,1,52,38.5615057,68.739065,355000
4563,3,7,124,38.5507163,68.8305472,720000
4564,2,18,65,38.5707484,68.7886955,535000
4565,2,9,60,38.5871679,68.7869964,400000
4566,2,9,83,38.5305762,68.7763022,580000
4567,1,4,30,38.5507163,68.8305472,250000
4568,3,8,50,,,398000
4569,2,5,52,38.5615057,68.739065,410000
4570,2,14,58,38.5615057,68.739065,430000
4571,2,0,52,38.5826377,68.71973186,250000
4572,5,3,77,38.5615057,68.739065,650000
4573,2,13,52,38.5507163,68.8305472,600000
4574,2,4,47,38.54557415,68.82363702,470000
4575,1,13,44,38.5215622,68.74921245,135000
4576,2,9,60,,,478000
4577,4,2,95,38.58288255,68.7482971,635000
4578,3,4,67,38.5615057,68.739065,520000
4579,2,2,64,38.5208346,68.74790775,587692
4580,2,4,40,38.5507163,68.8305472,165000
4581,1,15,46,38.5834656,68.7891768,290000
4582,3,4,54,,,510000
4583,4,3,80,,,665000
4584,2,12,78,38.5622541,68.7941789,883000
4585,2,6,65,,,482000
4586,3,2,50,,,1021500
4587,3,3,80,,,670000
4588,3,6,68,38.5853222,68.71890382,550000
4589,3,13,92,38.5707484,68.7886955,910400
4590,2,4,57,,,690000
4591,4,2,70,,,977000
4592,2,7,53,38.5077678,68.7681578,195000
4593,3,1,150,38.5871679,68.7869964,158900
4594,2,10,60,38.5266002,68.74827971,320000
4595,1,3,30,38.5305762,68.7763022,105000
4596,6,15,152,,,908960
4597,2,9,96,,,680480
4598,3,7,70,38.5823233,68.74831405,520000
4599,2,2,54,38.5215622,68.74921245,399000
4600,3,7,110,38.5615057,68.739065,690000
4601,2,12,38,38.5615057,68.739065,228000
4602,3,1,59,,,800000
4603,3,14,146,,,898270
4604,3,1,90,,,725000
4605,2,6,50,,,420000
4606,2,7,60,38.5507163,68.8305472,317000
4607,2,16,101,38.5834656,68.7891768,520000
4608,1,7,42,,,312990
4609,2,16,118,,,702930
4610,2,12,52,38.5507163,68.8305472,290000
4611,6,15,227,,,1566300
4612,2,11,98,,,664930
4613,3,13,122,,,785680
4614,6,15,218,,,1504200
4615,1,4,26,,,240000
4616,3,1,53,,,400000
4617,1,6,32,38.5615057,68.739065,145000
4618,3,5,79,38.5615057,68.739065,540000
4619,1,9,48,38.5112209,68.73803769,218880
4620,1,8,41,38.5112209,68.73803769,186960
4621,4,3,65,38.5507163,68.8305472,570000
4622,1,3,50,,,212000
4623,3,3,63,,,590000
4624,2,19,79,38.58082175,68.79496616,405000
4625,2,4,51,,,350000
4626,2,1,38,38.5507163,68.8305472,330000
4627,1,19,67,38.58082175,68.79496616,343000
4628,1,17,47,,,279980
4629,3,5,50,,,820000
4630,6,16,168,,,1159200
4631,4,6,108,,,813560
4632,1,8,58,38.5305762,68.7763022,300000
4633,6,10,162,,,1108480
4634,4,2,80,38.5112209,68.73803769,560000
4635,2,3,57,38.5853222,68.71890382,465000
4636,4,6,138,,,1039550
4637,1,10,68,,,461380
4638,2,17,86,,,593400
4639,1,4,43,,,320000
4640,1,10,66,,,462230
4641,1,3,40,,,322000
4642,2,14,73,38.5507163,68.8305472,399000
4643,3,13,133,38.58495025,68.76348722,1280000
4644,3,1,124,,,782000
4645,2,4,50,,,350000
4646,1,4,30,38.53068645,68.74526128,255000
4647,2,3,42,38.5305762,68.7763022,295000
4648,3,10,65,38.5737759,68.8016005,735000
4649,4,6,100,38.5615057,68.739065,580000
4650,3,5,50,,,650000
4651,1,1,50,,,375000
4652,2,4,46,38.5507163,68.8305472,335000
4653,2,4,60,38.5615057,68.739065,599000
4654,2,1,54,38.5871679,68.7869964,382000
4655,2,4,55,38.5425835,68.81521424,395000
4656,2,1,48,38.5635832,68.7537962,400000
4657,3,8,50,,,750000
4658,1,2,51,38.5305762,68.7763022,225000
4659,2,8,54,,,650000
4660,2,5,94,,,700000
4661,2,2,44,38.5871679,68.7869964,360000
4662,2,4,55,38.52225355,68.74991794,490000
4663,2,3,52,38.5305762,68.7763022,300000
4664,2,4,63,38.5112209,68.73803769,388000
4665,3,6,104,,,730000
4666,2,2,38,38.5507163,68.8305472,343000
4667,3,2,65,,,547200
4668,3,9,57,38.5615057,68.739065,520000
4669,2,3,44,,,396000
4670,2,4,58,38.58569185,68.72512473,340000
4671,2,4,38,38.55844695,68.74822573,310000
4672,2,1,37,38.55844695,68.74822573,285000
4673,1,10,57,38.5615057,68.739065,251000
4674,2,2,51,38.5305762,68.7763022,215000
4675,2,1,39,,,350000
4676,3,4,96,38.5858337,68.793715,395500
4677,2,9,60,38.5305762,68.7763022,260000
4678,1,9,67,38.52225355,68.74991794,300000
4679,1,6,36,38.5615057,68.739065,300000
4680,1,5,42,38.5305762,68.7763022,190000
4681,3,7,97,,,420000
4682,2,10,50,,,250000
4683,2,4,54,38.5615057,68.739065,387000
4684,2,20,64,38.5615057,68.739065,200000
4685,3,6,58,38.5305762,68.7763022,700000
4686,2,8,57,,,440000
4687,2,4,47,38.54670385,68.74736905,420000
4688,5,3,102,38.5635832,68.7537962,890000
4689,1,3,33,38.52874565,68.7448214,230000
4690,2,2,48,38.5305762,68.7763022,265000
4691,4,4,66,38.52399065,68.74912566,525000
4692,4,4,80,,,527800
4693,3,4,80,38.53839425,68.75472502,750000
4694,4,3,100,38.5615057,68.739065,889200
4695,3,1,77,,,565000
4696,2,2,50,38.4931822,68.7581947,285000
4697,3,10,153,38.5234594,68.74951586,910000
4698,2,14,72,38.5635832,68.7537962,380000
4699,3,7,85,,,695000
4700,3,3,70,38.53258295,68.73744528,390000
4701,2,5,54,38.5507163,68.8305472,351000
4702,1,16,53,38.5853222,68.71890382,160000
4703,2,12,61,38.5871679,68.7869964,420000
4704,3,4,47,38.5507163,68.8305472,330000
4705,2,9,72,38.5666857,68.80115682,290000
4706,4,3,58,38.5871679,68.7869964,650000
4707,1,17,54,38.5832623,68.71074041,150000
4708,3,11,109,,,550000
4709,3,3,110,38.5834656,68.7891768,1250000
4710,2,5,80,,,460000
4711,2,4,63,38.5871679,68.7869964,640000
4712,2,3,42,38.5305762,68.7763022,295000
4713,3,7,103,38.5305762,68.7763022,450000
4714,2,2,50,,,160000
4715,3,13,50,,,950000
4716,4,1,75,38.5263861,68.88872453,240000
4717,4,1,83,38.52225355,68.74991794,786600
4718,1,4,26,38.5507163,68.8305472,240000
4719,3,4,66,,,490000
4720,1,3,38,,,305000
4721,1,1,43,38.5305762,68.7763022,260000
4722,3,1,53,38.5112209,68.73803769,450000
4723,2,4,52,38.5559114,68.9263172,145000
4724,1,1,27,38.5615057,68.739065,151000
4725,1,5,40,38.50599805,68.75511569,165000
4726,4,5,110,38.5425835,68.81521424,638000
4727,5,4,116,38.5305762,68.7763022,870000
4728,1,5,36,38.5507163,68.8305472,270000
4729,2,15,60,38.54670385,68.74736905,429000
4730,2,12,60,38.5853222,68.71890382,380000
4731,2,4,100,38.5507163,68.8305472,780000
4732,2,7,50,38.58495025,68.76348722,399995
4733,2,5,50,,,350000
4734,2,2,56,,,431500
4735,3,4,65,,,524400
4736,3,8,106,38.5615057,68.739065,1140000
4737,2,5,105,38.4881522,68.7153354,1000000
4738,2,5,50,,,1000000
4739,3,2,50,38.5871679,68.7869964,310000
4740,3,1,25,,,380000
4741,4,2,100,38.5615057,68.739065,650000
4742,3,8,80,38.55014405,68.76102166,570000
4743,2,12,81,38.58495025,68.76348722,900000
4744,2,1,45,38.5776615,68.7225776,433000
4745,4,2,73,38.5849938,68.7245146,625000
4746,2,2,50,38.5305762,68.7763022,450000
4747,2,5,69,38.5615057,68.739065,385000
4748,2,6,82,38.5507163,68.8305472,645000
4749,1,11,50,,,220000
4750,2,9,93,38.5507163,68.8305472,960000
4751,3,8,64,38.5621345,68.75583104,620000
4752,1,16,44,38.5853222,68.71890382,120000
4753,1,2,37,38.53258295,68.73744528,245000
4754,3,1,70,38.5208346,68.74790775,500000
4755,3,10,105,38.5871679,68.7869964,1072550
4756,3,9,96,38.57144665,68.75630005,750000
4757,2,5,64,38.5215622,68.74921245,250000
4758,3,4,70,38.5499408,68.80967076,470000
4759,1,4,60,,,410000
4760,4,15,92,,,460000
4761,3,6,138,,,1039490
4762,5,17,208,,,1435200
4763,2,3,42,38.5834656,68.7891768,290000
4764,1,5,50,38.52399065,68.74912566,455000
4765,3,2,78,38.52225355,68.74991794,751080
4766,2,6,63,38.6134776,68.7843731,580000
4767,2,10,90,38.5507163,68.8305472,529000
4768,6,7,239,,,1759040
4769,2,3,74,38.5507163,68.8305472,480000
4770,3,14,112,38.57159655,68.76501267,720000
4771,4,1,65,,,600000
4772,3,8,140,,,1038450
4773,2,10,58,38.4881522,68.7153354,283257
4774,3,4,60,38.5615057,68.739065,570000
4775,3,14,112,38.5853222,68.71890382,750000
4776,1,6,41,38.5853222,68.71890382,220000
4777,1,10,53,,,350000
4778,3,9,75,38.5615057,68.739065,578000
4779,2,4,48,38.52399065,68.74912566,425000
4780,4,7,104,,,765440
4781,2,2,78,,,510000
4782,4,3,134,38.5425835,68.81521424,2000000
4783,2,8,67,38.5234594,68.74951586,595000
4784,4,8,70,38.5615057,68.739065,701840
4785,4,4,106,,,835070
4786,1,3,30,38.5305762,68.7763022,230000
4787,6,9,176,,,1214400
4788,2,8,110,,,796950
4789,2,4,78,38.52225355,68.74991794,761000
4790,1,3,30,38.5456775,68.7773484,240000
4791,6,17,223,,,1538700
4792,3,2,50,,,670000
4793,2,4,62,38.5823233,68.74831405,460000
4794,1,10,59,,,400310
4795,2,8,75,,,570000
4796,5,5,122,,,940010
4797,2,3,54,38.5615057,68.739065,513000
4798,6,17,214,,,1476600
4799,6,12,164,,,1065670
4800,2,3,48,38.5305762,68.7763022,245000
4801,1,5,56,,,434060
4802,6,17,134,,,755090
4803,1,4,54,38.5871679,68.7869964,470000
4804,2,17,74,,,416990
4805,3,5,98,38.5615057,68.739065,678000
4806,2,16,88,,,524210
4807,4,7,50,,,889000
4808,2,13,65,,,300000
4809,2,1,49,38.5305762,68.7763022,400000
4810,2,15,65,38.5575994,68.76368975,340000
4811,2,13,70,,,450800
4812,5,12,144,,,935706
4813,1,1,52,,,380000
4814,4,5,102,,,785910
4815,2,14,72,38.5834656,68.7891768,550000
4816,2,12,76,38.562076,68.7984058,866000
4817,1,5,65,38.5737759,68.8016005,699000
4818,6,18,160,,,1104000
4819,2,2,50,,,385000
4820,6,5,172,,,1186800
4821,3,3,120,,,966000
4822,4,16,155,,,1069500
4823,1,10,41,38.5615057,68.739065,191634
4824,2,6,61,38.5296206,68.7473963,465000
4825,3,14,149,38.5688829,68.7908893,1028100
4826,2,1,37,38.5305762,68.7763022,372000
4827,4,2,74,,,743000
4828,3,2,57,,,531000
4829,2,6,68,38.5112209,68.73803769,440000
4830,4,4,102,,,400000
4831,1,7,43,,,350000
4832,2,5,67,38.5507163,68.8305472,475000
4833,3,11,72,38.5739136,68.7854047,600000
4834,1,6,32,38.5615057,68.739065,145000
4835,4,1,90,,,300000
4836,3,12,120,38.58495025,68.76348722,855000
4837,2,9,56,38.5707484,68.7886955,736000
4838,3,1,70,38.58569185,68.72512473,450000
4839,1,4,66,38.4881522,68.7153354,449000
4840,3,13,90,38.4881522,68.7153354,1000000
4841,2,6,84,38.5853222,68.71890382,450000
4842,2,7,50,,,379900
4843,3,16,100,38.5507163,68.8305472,540000
4844,2,10,60,38.58495025,68.76348722,470000
4845,2,0,65,38.5507163,68.8305472,250000
4846,2,13,65,38.5853222,68.71890382,440000
4847,2,7,80,,,850000
4848,2,0,50,,,350000
4849,1,5,40,38.5615057,68.739065,218000
4850,3,3,108,38.5859732,68.7992707,8814000
4851,2,4,123,38.5706843,68.7897228,971208
4852,2,9,90,,,659880
4853,2,18,68,38.563966,68.7969471,750000
4854,3,13,50,,,954600
4855,3,5,130,38.5859732,68.7992707,8814000
4856,3,4,100,,,1465100
4857,2,6,68,,,619850
4858,3,6,140,38.566674,68.78088648,1521470
4859,2,7,92,,,587710
4860,3,10,50,,,492480
4861,3,5,147,38.533662,68.6677214,2260000
4862,2,11,112,,,1582000
4863,1,6,60,38.5776615,68.7225776,362520
4864,4,3,94,38.5507163,68.8305472,460000
4865,3,4,107,38.5507163,68.8305472,672000
4866,2,2,55,38.5615057,68.739065,425000
4867,2,6,63,38.54383815,68.7246305,230000
4868,4,6,100,38.5615057,68.739065,830000
4869,4,4,100,,,876260
4870,2,12,57,38.5871679,68.7869964,290000
4871,2,2,62,,,442000
4872,2,5,50,38.5365701,68.74046978,451920
4873,2,6,53,38.5853222,68.71890382,185000
4874,3,2,107,38.5305762,68.7763022,295000
4875,1,12,35,,,145000
4876,3,3,114,38.5834656,68.7891768,670000
4877,4,2,100,,,270000
4878,2,9,50,38.5858337,68.793715,570000
4879,1,1,49,38.5629855,68.7438661,350000
4880,1,4,51,38.52874565,68.7448214,350000
4881,2,11,68,,,461380
4882,1,17,41,38.5853222,68.71890382,130000
4883,2,11,79,,,490000
4884,2,12,50,,,837500
4885,2,15,83,,,572700
4886,4,7,124,,,912640
4887,2,8,77,38.5859732,68.7992707,339000
4888,4,2,70,38.5215622,68.74921245,650000
4889,2,3,71,38.5871679,68.7869964,830000
4890,1,3,29,38.5305762,68.7763022,280000
4891,3,6,75,38.5305762,68.7763022,560000
4892,1,3,55,,,442750
4893,2,13,97,,,624680
4894,6,4,185,,,1489250
4895,2,5,114,38.5540499,68.78854785,490000
4896,2,9,71,38.5540499,68.78854785,350000
4897,2,5,77,,,441180
4898,3,7,80,38.5902908,68.73696025,540000
4899,2,6,102,,,450000
4900,2,12,76,38.5635832,68.7537962,343000
4901,2,7,65,,,272000
4902,2,4,37,38.5507163,68.8305472,398000
4903,6,17,162,,,1117800
4904,3,13,101,,,678720
4905,2,6,80,38.5208346,68.74790775,510000
4906,5,18,203,,,1400700
4907,2,4,55,38.5305762,68.7763022,288000
4908,4,1,84,38.5615057,68.739065,550000
4909,6,7,204,,,1591200
4910,2,1,66,38.5305762,68.7763022,400000
4911,2,9,46,38.52225355,68.74991794,420000
4912,2,6,50,,,195000
4913,2,16,50,,,320000
4914,1,4,60,38.5871679,68.7869964,340500
4915,2,11,91,,,560000
4916,6,16,216,,,1490400
4917,2,10,41,38.5615057,68.739065,400000
4918,1,11,74,,,460000
4919,5,12,174,,,1130650
